symbol	name	entrez_id	ensemble_id	go_class	go_name	go_id	adjP
KLLN	killin, p53-regulated DNA replication inhibitor	100144748	ENSG00000227268	cellular component	membrane-bounded organelle	GO:0043227	0.0047
PSMD6	proteasome (prosome, macropain) 26S subunit, non-ATPase, 6	9861	ENSG00000163636	cellular component	membrane-bounded organelle	GO:0043227	0.0047
HSD3B1	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1	3283	ENSG00000203857	cellular component	membrane-bounded organelle	GO:0043227	0.0047
ARHGAP4	Rho GTPase activating protein 4	393	ENSG00000089820	cellular component	membrane-bounded organelle	GO:0043227	0.0047
MAD2L1BP	MAD2L1 binding protein	9587	ENSG00000124688	cellular component	membrane-bounded organelle	GO:0043227	0.0047
MUC21	mucin 21, cell surface associated	394263	ENSG00000204544	cellular component	membrane-bounded organelle	GO:0043227	0.0047
ZNF595	zinc finger protein 595	152687		cellular component	membrane-bounded organelle	GO:0043227	0.0047
C17orf49	chromosome 17 open reading frame 49	124944	ENSG00000161939,ENSG00000258315	cellular component	membrane-bounded organelle	GO:0043227	0.0047
IKBKB	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta	3551	ENSG00000104365	cellular component	membrane-bounded organelle	GO:0043227	0.0047
TACC2	transforming, acidic coiled-coil containing protein 2	10579	ENSG00000138162	cellular component	membrane-bounded organelle	GO:0043227	0.0047
SPPL3	signal peptide peptidase like 3	121665	ENSG00000157837	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
RSPH9	radial spoke head 9 homolog (Chlamydomonas)	221421	ENSG00000172426	cellular component	membrane-bounded organelle	GO:0043227	0.0047
CTBP1	C-terminal binding protein 1	1487	ENSG00000159692	cellular component	membrane-bounded organelle	GO:0043227	0.0047
DIRC2	disrupted in renal carcinoma 2	84925	ENSG00000138463	cellular component	membrane-bounded organelle	GO:0043227	0.0047
RAD21	RAD21 homolog (S. pombe)	5885	ENSG00000164754	cellular component	membrane-bounded organelle	GO:0043227	0.0047
CCNE2	cyclin E2	9134	ENSG00000175305	cellular component	membrane-bounded organelle	GO:0043227	0.0047
TMEM18	transmembrane protein 18	129787	ENSG00000151353	cellular component	membrane-bounded organelle	GO:0043227	0.0047
DNAH8	dynein, axonemal, heavy chain 8	1769	ENSG00000124721	cellular component	membrane-bounded organelle	GO:0043227	0.0047
KIAA1279	KIAA1279	26128	ENSG00000198954	cellular component	membrane-bounded organelle	GO:0043227	0.0047
DYNLL1	dynein, light chain, LC8-type 1	8655	ENSG00000088986	cellular component	membrane-bounded organelle	GO:0043227	0.0047
AGMO	alkylglycerol monooxygenase	392636	ENSG00000187546	cellular component	membrane-bounded organelle	GO:0043227	0.0047
SEC22A	SEC22 vesicle trafficking protein homolog A (S. cerevisiae)	26984	ENSG00000121542	cellular component	membrane-bounded organelle	GO:0043227	0.0047
PDIA5	protein disulfide isomerase family A, member 5	10954	ENSG00000065485	cellular component	membrane-bounded organelle	GO:0043227	0.0047
P2RX7	purinergic receptor P2X, ligand-gated ion channel, 7	5027	ENSG00000089041	cellular component	membrane-bounded organelle	GO:0043227	0.0047
BCL6B	B-cell CLL/lymphoma 6, member B	255877	ENSG00000161940	cellular component	membrane-bounded organelle	GO:0043227	0.0047
SAYSD1	SAYSVFN motif domain containing 1	55776	ENSG00000112167	cellular component	membrane-bounded organelle	GO:0043227	0.0047
POU5F1	POU class 5 homeobox 1	5460	ENSG00000204531	cellular component	membrane-bounded organelle	GO:0043227	0.0047
MDC1	mediator of DNA-damage checkpoint 1	9656	ENSG00000137337	cellular component	membrane-bounded organelle	GO:0043227	0.0047
BCAP31	B-cell receptor-associated protein 31	10134	ENSG00000185825	cellular component	membrane-bounded organelle	GO:0043227	0.0047
CYP26A1	cytochrome P450, family 26, subfamily A, polypeptide 1	1592	ENSG00000095596	cellular component	membrane-bounded organelle	GO:0043227	0.0047
ABCC8	ATP-binding cassette, sub-family C (CFTR/MRP), member 8	6833	ENSG00000006071	cellular component	membrane-bounded organelle	GO:0043227	0.0047
CD3EAP	CD3e molecule, epsilon associated protein	10849	ENSG00000117877	cellular component	membrane-bounded organelle	GO:0043227	0.0047
GTF2H4	general transcription factor IIH, polypeptide 4, 52kDa	2968	ENSG00000213780	cellular component	membrane-bounded organelle	GO:0043227	0.0047
POLH	polymerase (DNA directed), eta	5429	ENSG00000170734	cellular component	membrane-bounded organelle	GO:0043227	0.0047
CDKN2B	cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4)	1030	ENSG00000147883	cellular component	membrane-bounded organelle	GO:0043227	0.0047
GLIS3	GLIS family zinc finger 3	169792	ENSG00000107249	cellular component	membrane-bounded organelle	GO:0043227	0.0047
NKX1-1	NK1 homeobox 1	54729		cellular component	membrane-bounded organelle	GO:0043227	0.0047
CNOT2	CCR4-NOT transcription complex, subunit 2	4848	ENSG00000111596	cellular component	membrane-bounded organelle	GO:0043227	0.0047
HLA-B	major histocompatibility complex, class I, B	3106	ENSG00000234745	cellular component	membrane-bounded organelle	GO:0043227	0.0047
MTHFS	5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase)	10588	ENSG00000136371	cellular component	membrane-bounded organelle	GO:0043227	0.0047
PLA2G1B	phospholipase A2, group IB (pancreas)	5319	ENSG00000170890	cellular component	membrane-bounded organelle	GO:0043227	0.0047
ADCY5	adenylate cyclase 5	111	ENSG00000173175	cellular component	membrane-bounded organelle	GO:0043227	0.0047
VPS37B	vacuolar protein sorting 37 homolog B (S. cerevisiae)	79720	ENSG00000139722	cellular component	membrane-bounded organelle	GO:0043227	0.0047
ZMIZ1	zinc finger, MIZ-type containing 1	57178	ENSG00000108175	cellular component	membrane-bounded organelle	GO:0043227	0.0047
HAO2	hydroxyacid oxidase 2 (long chain)	51179	ENSG00000116882	cellular component	membrane-bounded organelle	GO:0043227	0.0047
SNRPD2	small nuclear ribonucleoprotein D2 polypeptide 16.5kDa	6633	ENSG00000125743	cellular component	membrane-bounded organelle	GO:0043227	0.0047
RPS6KC1	ribosomal protein S6 kinase, 52kDa, polypeptide 1	26750	ENSG00000136643	cellular component	membrane-bounded organelle	GO:0043227	0.0047
YWHAB	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide	7529	ENSG00000166913	cellular component	membrane-bounded organelle	GO:0043227	0.0047
GCSH	glycine cleavage system protein H (aminomethyl carrier)	2653	ENSG00000140905	cellular component	membrane-bounded organelle	GO:0043227	0.0047
HRH1	histamine receptor H1	3269	ENSG00000196639	cellular component	membrane-bounded organelle	GO:0043227	0.0047
POLB	polymerase (DNA directed), beta	5423	ENSG00000070501	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
PDE1B	phosphodiesterase 1B, calmodulin-dependent	5153	ENSG00000123360	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
PTHLH	parathyroid hormone-like hormone	5744	ENSG00000087494	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
AARS2	alanyl-tRNA synthetase 2, mitochondrial (putative)	57505	ENSG00000124608	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
CSRNP2	cysteine-serine-rich nuclear protein 2	81566	ENSG00000110925	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
AP3M2	adaptor-related protein complex 3, mu 2 subunit	10947	ENSG00000070718	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
DMRTA2	DMRT-like family A2	63950	ENSG00000142700	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	1050	ENSG00000245848	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
CAMK1D	calcium/calmodulin-dependent protein kinase ID	57118	ENSG00000183049	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
PLAT	plasminogen activator, tissue	5327	ENSG00000104368	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
CPA2	carboxypeptidase A2 (pancreatic)	1358	ENSG00000158516	cellular component	membrane-bounded organelle	GO:0043227	0.0047
MOCS2	molybdenum cofactor synthesis 2	4338	ENSG00000164172	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
FAM53A	family with sequence similarity 53, member A	152877	ENSG00000174137	cellular component	membrane-bounded organelle	GO:0043227	0.0047
TMEM187	transmembrane protein 187	8269	ENSG00000177854	cellular component	membrane-bounded organelle	GO:0043227	0.0047
MCM10	minichromosome maintenance complex component 10	55388	ENSG00000065328	cellular component	membrane-bounded organelle	GO:0043227	0.0047
RRP15	ribosomal RNA processing 15 homolog (S. cerevisiae)	51018	ENSG00000067533	cellular component	membrane-bounded organelle	GO:0043227	0.0047
IRX6	iroquois homeobox 6	79190	ENSG00000159387	cellular component	membrane-bounded organelle	GO:0043227	0.0047
SRGN	serglycin	5552	ENSG00000122862	cellular component	membrane-bounded organelle	GO:0043227	0.0047
LETMD1	LETM1 domain containing 1	25875	ENSG00000050426	cellular component	membrane-bounded organelle	GO:0043227	0.0047
IGF2BP2	insulin-like growth factor 2 mRNA binding protein 2	10644	ENSG00000073792	cellular component	membrane-bounded organelle	GO:0043227	0.0047
INTS8	integrator complex subunit 8	55656	ENSG00000164941	cellular component	membrane-bounded organelle	GO:0043227	0.0047
SEMG1	semenogelin I	6406	ENSG00000124233	cellular component	membrane-bounded organelle	GO:0043227	0.0047
THAP2	THAP domain containing, apoptosis associated protein 2	83591	ENSG00000173451	cellular component	membrane-bounded organelle	GO:0043227	0.0047
ZNF876P	zinc finger protein 876, pseudogene	642280		cellular component	membrane-bounded organelle	GO:0043227	0.0047
VPS26A	vacuolar protein sorting 26 homolog A (S. pombe)	9559	ENSG00000122958	cellular component	membrane-bounded organelle	GO:0043227	0.0047
PEX7	peroxisomal biogenesis factor 7	5191	ENSG00000112357	cellular component	membrane-bounded organelle	GO:0043227	0.0047
ATF1	activating transcription factor 1	466	ENSG00000123268	cellular component	membrane-bounded organelle	GO:0043227	0.0047
UTP23	UTP23, small subunit (SSU) processome component, homolog (yeast)	84294	ENSG00000147679	cellular component	membrane-bounded organelle	GO:0043227	0.0047
COX6A1	cytochrome c oxidase subunit VIa polypeptide 1	1337	ENSG00000111775	cellular component	membrane-bounded organelle	GO:0043227	0.0047
PRICKLE2	prickle homolog 2 (Drosophila)	166336	ENSG00000163637	cellular component	membrane-bounded organelle	GO:0043227	0.0047
ABCD1	ATP-binding cassette, sub-family D (ALD), member 1	215	ENSG00000101986	cellular component	membrane-bounded organelle	GO:0043227	0.0047
TESPA1	thymocyte expressed, positive selection associated 1	9840	ENSG00000135426	cellular component	membrane-bounded organelle	GO:0043227	0.0047
CRIPAK	cysteine-rich PAK1 inhibitor	285464	ENSG00000179979	cellular component	membrane-bounded organelle	GO:0043227	0.0047
TLE4	transducin-like enhancer of split 4 (E(sp1) homolog, Drosophila)	7091	ENSG00000106829	cellular component	membrane-bounded organelle	GO:0043227	0.0047
CENPW	centromere protein W	387103	ENSG00000203760	cellular component	membrane-bounded organelle	GO:0043227	0.0047
MLEC	malectin	9761	ENSG00000110917	cellular component	membrane-bounded organelle	GO:0043227	0.0047
CDK8	cyclin-dependent kinase 8	1024	ENSG00000132964	cellular component	membrane-bounded organelle	GO:0043227	0.0047
RPLP0	ribosomal protein, large, P0	6175	ENSG00000089157	cellular component	membrane-bounded organelle	GO:0043227	0.0047
MSI1	musashi homolog 1 (Drosophila)	4440	ENSG00000135097	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
KLLN	killin, p53-regulated DNA replication inhibitor	100144748	ENSG00000227268	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
RNF6	ring finger protein (C3H2C3 type) 6	6049	ENSG00000127870	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
BCAP31	B-cell receptor-associated protein 31	10134	ENSG00000185825	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
CYP26A1	cytochrome P450, family 26, subfamily A, polypeptide 1	1592	ENSG00000095596	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
ABCC8	ATP-binding cassette, sub-family C (CFTR/MRP), member 8	6833	ENSG00000006071	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
CD3EAP	CD3e molecule, epsilon associated protein	10849	ENSG00000117877	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
GTF2H4	general transcription factor IIH, polypeptide 4, 52kDa	2968	ENSG00000213780	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
TACC2	transforming, acidic coiled-coil containing protein 2	10579	ENSG00000138162	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
IKBKB	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta	3551	ENSG00000104365	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
FBXW7	F-box and WD repeat domain containing 7, E3 ubiquitin protein ligase	55294	ENSG00000109670	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
C17orf49	chromosome 17 open reading frame 49	124944	ENSG00000161939,ENSG00000258315	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
PPIF	peptidylprolyl isomerase F	10105	ENSG00000108179	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
MDC1	mediator of DNA-damage checkpoint 1	9656	ENSG00000137337	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
HCFC1	host cell factor C1 (VP16-accessory protein)	3054	ENSG00000172534	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
COQ5	coenzyme Q5 homolog, methyltransferase (S. cerevisiae)	84274	ENSG00000110871	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
TFCP2	transcription factor CP2	7024	ENSG00000135457	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
C16orf46	chromosome 16 open reading frame 46	123775	ENSG00000166455	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
WDR93	WD repeat domain 93	56964	ENSG00000140527	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
MRPS35	mitochondrial ribosomal protein S35	60488	ENSG00000061794	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
HKDC1	hexokinase domain containing 1	80201	ENSG00000156510	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
BCL11A	B-cell CLL/lymphoma 11A (zinc finger protein)	53335	ENSG00000119866	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
ANPEP	alanyl (membrane) aminopeptidase	290	ENSG00000166825	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
HNF1A	HNF1 homeobox A	6927	ENSG00000135100	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
ZNF595	zinc finger protein 595	152687		cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
PCGF3	polycomb group ring finger 3	10336	ENSG00000185619	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
POU5F1	POU class 5 homeobox 1	5460	ENSG00000204531	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
SAYSD1	SAYSVFN motif domain containing 1	55776	ENSG00000112167	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
BCL6B	B-cell CLL/lymphoma 6, member B	255877	ENSG00000161940	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
DUSP9	dual specificity phosphatase 9	1852	ENSG00000130829	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
EML2	echinoderm microtubule associated protein like 2	24139	ENSG00000125746	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
RNF10	ring finger protein 10	9921	ENSG00000022840	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
UBE2E1	ubiquitin-conjugating enzyme E2E 1	7324	ENSG00000170142	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
TCF7L2	transcription factor 7-like 2 (T-cell specific, HMG-box)	6934	ENSG00000148737	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
ATXN7	ataxin 7	6314	ENSG00000163635	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
PTPLB	protein tyrosine phosphatase-like (proline instead of catalytic arginine), member b	201562	ENSG00000206527	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
C2CD4A	C2 calcium-dependent domain containing 4A	145741	ENSG00000198535	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
SEMG2	semenogelin II	6407	ENSG00000124157	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
CAPN11	calpain 11	11131	ENSG00000137225	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
RSPH9	radial spoke head 9 homolog (Chlamydomonas)	221421	ENSG00000172426	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
CTBP1	C-terminal binding protein 1	1487	ENSG00000159692	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
DIRC2	disrupted in renal carcinoma 2	84925	ENSG00000138463	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
RAD21	RAD21 homolog (S. pombe)	5885	ENSG00000164754	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
CCNE2	cyclin E2	9134	ENSG00000175305	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
TMEM18	transmembrane protein 18	129787	ENSG00000151353	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
DNAH8	dynein, axonemal, heavy chain 8	1769	ENSG00000124721	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
KIAA1279	KIAA1279	26128	ENSG00000198954	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
DYNLL1	dynein, light chain, LC8-type 1	8655	ENSG00000088986	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
AGMO	alkylglycerol monooxygenase	392636	ENSG00000187546	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
SEC22A	SEC22 vesicle trafficking protein homolog A (S. cerevisiae)	26984	ENSG00000121542	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
PDIA5	protein disulfide isomerase family A, member 5	10954	ENSG00000065485	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
P2RX7	purinergic receptor P2X, ligand-gated ion channel, 7	5027	ENSG00000089041	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
DHX16	DEAH (Asp-Glu-Ala-His) box polypeptide 16	8449	ENSG00000204560	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
VRK2	vaccinia related kinase 2	7444	ENSG00000028116	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
TLE1	transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila)	7088	ENSG00000196781	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
MRM1	mitochondrial rRNA methyltransferase 1 homolog (S. cerevisiae)	79922	ENSG00000129282	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
TESPA1	thymocyte expressed, positive selection associated 1	9840	ENSG00000135426	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
CRIPAK	cysteine-rich PAK1 inhibitor	285464	ENSG00000179979	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
TLE4	transducin-like enhancer of split 4 (E(sp1) homolog, Drosophila)	7091	ENSG00000106829	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
CENPW	centromere protein W	387103	ENSG00000203760	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
MLEC	malectin	9761	ENSG00000110917	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
CDK8	cyclin-dependent kinase 8	1024	ENSG00000132964	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
TMEM187	transmembrane protein 187	8269	ENSG00000177854	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
RPLP0	ribosomal protein, large, P0	6175	ENSG00000089157	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
FAM53A	family with sequence similarity 53, member A	152877	ENSG00000174137	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
CPA2	carboxypeptidase A2 (pancreatic)	1358	ENSG00000158516	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
CNOT2	CCR4-NOT transcription complex, subunit 2	4848	ENSG00000111596	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
HLA-B	major histocompatibility complex, class I, B	3106	ENSG00000234745	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
MTHFS	5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase)	10588	ENSG00000136371	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
PLA2G1B	phospholipase A2, group IB (pancreas)	5319	ENSG00000170890	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
ADCY5	adenylate cyclase 5	111	ENSG00000173175	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
VPS37B	vacuolar protein sorting 37 homolog B (S. cerevisiae)	79720	ENSG00000139722	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
ZMIZ1	zinc finger, MIZ-type containing 1	57178	ENSG00000108175	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
HAO2	hydroxyacid oxidase 2 (long chain)	51179	ENSG00000116882	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
SNRPD2	small nuclear ribonucleoprotein D2 polypeptide 16.5kDa	6633	ENSG00000125743	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
RPS6KC1	ribosomal protein S6 kinase, 52kDa, polypeptide 1	26750	ENSG00000136643	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
YWHAB	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide	7529	ENSG00000166913	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
GCSH	glycine cleavage system protein H (aminomethyl carrier)	2653	ENSG00000140905	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
HRH1	histamine receptor H1	3269	ENSG00000196639	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
ABCD1	ATP-binding cassette, sub-family D (ALD), member 1	215	ENSG00000101986	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
MYO19	myosin XIX	80179	ENSG00000141140	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
PRICKLE2	prickle homolog 2 (Drosophila)	166336	ENSG00000163637	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
UTP23	UTP23, small subunit (SSU) processome component, homolog (yeast)	84294	ENSG00000147679	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
CAPN11	calpain 11	11131	ENSG00000137225	cellular component	membrane-bounded organelle	GO:0043227	0.0047
PSMD6	proteasome (prosome, macropain) 26S subunit, non-ATPase, 6	9861	ENSG00000163636	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
HSD3B1	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1	3283	ENSG00000203857	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
ARHGAP4	Rho GTPase activating protein 4	393	ENSG00000089820	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
MAD2L1BP	MAD2L1 binding protein	9587	ENSG00000124688	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
MUC21	mucin 21, cell surface associated	394263	ENSG00000204544	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
POLH	polymerase (DNA directed), eta	5429	ENSG00000170734	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
CDKN2B	cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4)	1030	ENSG00000147883	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
GLIS3	GLIS family zinc finger 3	169792	ENSG00000107249	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
NKX1-1	NK1 homeobox 1	54729		cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
MCM10	minichromosome maintenance complex component 10	55388	ENSG00000065328	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
RRP15	ribosomal RNA processing 15 homolog (S. cerevisiae)	51018	ENSG00000067533	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
IRX6	iroquois homeobox 6	79190	ENSG00000159387	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
SRGN	serglycin	5552	ENSG00000122862	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
LETMD1	LETM1 domain containing 1	25875	ENSG00000050426	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
IGF2BP2	insulin-like growth factor 2 mRNA binding protein 2	10644	ENSG00000073792	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
INTS8	integrator complex subunit 8	55656	ENSG00000164941	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
SEMG1	semenogelin I	6406	ENSG00000124233	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
THAP2	THAP domain containing, apoptosis associated protein 2	83591	ENSG00000173451	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
ZNF876P	zinc finger protein 876, pseudogene	642280		cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
VPS26A	vacuolar protein sorting 26 homolog A (S. pombe)	9559	ENSG00000122958	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
PEX7	peroxisomal biogenesis factor 7	5191	ENSG00000112357	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
ATF1	activating transcription factor 1	466	ENSG00000123268	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
COX6A1	cytochrome c oxidase subunit VIa polypeptide 1	1337	ENSG00000111775	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
OLIG3	oligodendrocyte transcription factor 3	167826	ENSG00000177468	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
WARS2	tryptophanyl tRNA synthetase 2, mitochondrial	10352	ENSG00000116874	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
CAND2	cullin-associated and neddylation-dissociated 2 (putative)	23066	ENSG00000144712	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
PITPNM2	phosphatidylinositol transfer protein, membrane-associated 2	57605	ENSG00000090975	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
IRX5	iroquois homeobox 5	10265	ENSG00000176842	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
ANK1	ankyrin 1, erythrocytic	286	ENSG00000029534	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
IRAK1	interleukin-1 receptor-associated kinase 1	3654	ENSG00000184216	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
GATC	glutamyl-tRNA(Gln) amidotransferase, subunit C homolog (bacterial)	283459	ENSG00000257218	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
PTEN	phosphatase and tensin homolog	5728	ENSG00000171862	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
PPP1R10	protein phosphatase 1, regulatory subunit 10	5514	ENSG00000204569	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
TRIAP1	TP53 regulated inhibitor of apoptosis 1	51499	ENSG00000170855	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
ERCC2	excision repair cross-complementing rodent repair deficiency, complementation group 2	2068	ENSG00000104884	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
ZNF710	zinc finger protein 710	374655	ENSG00000140548	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
CTSH	cathepsin H	1512	ENSG00000103811	cellular component	intracellular membrane-bounded organelle	GO:0043231	0.0047
