symbol	name	entrez_id	ensemble_id	go_class	go_name	go_id	adjP
MEOX1	mesenchyme homeobox 1	4222	ENSG00000005102	molecular function	protein domain specific binding	GO:0019904	0.0214
CTBP1	C-terminal binding protein 1	1487	ENSG00000159692	molecular function	protein domain specific binding	GO:0019904	0.0214
SLC43A2	solute carrier family 43, member 2	124935	ENSG00000167703	molecular function	L-amino acid transmembrane transporter activity	GO:0015179	0.0214
TUBA1C	tubulin, alpha 1c	84790	ENSG00000167553	molecular function	guanyl nucleotide binding	GO:0019001	0.0214
RAB36	RAB36, member RAS oncogene family	9609	ENSG00000100228	molecular function	guanyl nucleotide binding	GO:0019001	0.0214
CBX5	chromobox homolog 5	23468	ENSG00000094916	molecular function	repressing transcription factor binding	GO:0070491	0.0214
CTNNB1	catenin (cadherin-associated protein), beta 1, 88kDa	1499	ENSG00000168036	molecular function	repressing transcription factor binding	GO:0070491	0.0214
RUNX1	runt-related transcription factor 1	861	ENSG00000159216	molecular function	repressing transcription factor binding	GO:0070491	0.0214
RUNX2	runt-related transcription factor 2	860	ENSG00000124813	molecular function	repressing transcription factor binding	GO:0070491	0.0214
EHD1	EH-domain containing 1	10938	ENSG00000110047	molecular function	guanyl ribonucleotide binding	GO:0032561	0.0214
AGAP3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	116988	ENSG00000133612	molecular function	guanyl ribonucleotide binding	GO:0032561	0.0214
GIMAP2	GTPase, IMAP family member 2	26157	ENSG00000106560	molecular function	guanyl ribonucleotide binding	GO:0032561	0.0214
GIMAP4	GTPase, IMAP family member 4	55303	ENSG00000133574	molecular function	guanyl ribonucleotide binding	GO:0032561	0.0214
GIMAP7	GTPase, IMAP family member 7	168537	ENSG00000179144	molecular function	guanyl ribonucleotide binding	GO:0032561	0.0214
HRAS	v-Ha-ras Harvey rat sarcoma viral oncogene homolog	3265	ENSG00000174775	molecular function	guanyl ribonucleotide binding	GO:0032561	0.0214
EIF5	eukaryotic translation initiation factor 5	1983	ENSG00000100664	molecular function	guanyl ribonucleotide binding	GO:0032561	0.0214
ARL4D	ADP-ribosylation factor-like 4D	379	ENSG00000175906	molecular function	guanyl ribonucleotide binding	GO:0032561	0.0214
EFTUD2	elongation factor Tu GTP binding domain containing 2	9343	ENSG00000108883	molecular function	guanyl ribonucleotide binding	GO:0032561	0.0214
GIMAP8	GTPase, IMAP family member 8	155038	ENSG00000171115	molecular function	guanyl ribonucleotide binding	GO:0032561	0.0214
CTBP1	C-terminal binding protein 1	1487	ENSG00000159692	molecular function	repressing transcription factor binding	GO:0070491	0.0214
GNAZ	guanine nucleotide binding protein (G protein), alpha z polypeptide	2781	ENSG00000128266	molecular function	guanyl ribonucleotide binding	GO:0032561	0.0214
RAB18	RAB18, member RAS oncogene family	22931	ENSG00000099246	molecular function	guanyl ribonucleotide binding	GO:0032561	0.0214
TUBA1B	tubulin, alpha 1b	10376	ENSG00000123416	molecular function	guanyl ribonucleotide binding	GO:0032561	0.0214
RAB40C	RAB40C, member RAS oncogene family	57799	ENSG00000197562	molecular function	guanyl ribonucleotide binding	GO:0032561	0.0214
RHOT2	ras homolog family member T2	89941	ENSG00000140983	molecular function	guanyl ribonucleotide binding	GO:0032561	0.0214
GIMAP1	GTPase, IMAP family member 1	170575	ENSG00000213203	molecular function	guanyl ribonucleotide binding	GO:0032561	0.0214
GIMAP5	GTPase, IMAP family member 5	55340	ENSG00000196329	molecular function	guanyl ribonucleotide binding	GO:0032561	0.0214
TUBA1C	tubulin, alpha 1c	84790	ENSG00000167553	molecular function	guanyl ribonucleotide binding	GO:0032561	0.0214
GIMAP6	GTPase, IMAP family member 6	474344	ENSG00000133561	molecular function	guanyl ribonucleotide binding	GO:0032561	0.0214
RAB36	RAB36, member RAS oncogene family	9609	ENSG00000100228	molecular function	guanyl ribonucleotide binding	GO:0032561	0.0214
ARL2	ADP-ribosylation factor-like 2	402	ENSG00000213465	molecular function	guanyl ribonucleotide binding	GO:0032561	0.0214
ARL17B	ADP-ribosylation factor-like 17B	100506084	ENSG00000228696	molecular function	guanyl ribonucleotide binding	GO:0032561	0.0214
MTIF2	mitochondrial translational initiation factor 2	4528	ENSG00000085760	molecular function	guanyl ribonucleotide binding	GO:0032561	0.0214
GIMAP6	GTPase, IMAP family member 6	474344	ENSG00000133561	molecular function	guanyl nucleotide binding	GO:0019001	0.0214
DNM3	dynamin 3	26052	ENSG00000197959	molecular function	guanyl ribonucleotide binding	GO:0032561	0.0214
CDC42	cell division cycle 42 (GTP binding protein, 25kDa)	998	ENSG00000070831	molecular function	guanyl ribonucleotide binding	GO:0032561	0.0214
HDAC5	histone deacetylase 5	10014	ENSG00000108840	molecular function	repressing transcription factor binding	GO:0070491	0.0214
TUBA1A	tubulin, alpha 1a	7846	ENSG00000167552	molecular function	guanyl ribonucleotide binding	GO:0032561	0.0214
DNM3	dynamin 3	26052	ENSG00000197959	molecular function	GTP binding	GO:0005525	0.0214
SP1	Sp1 transcription factor	6667	ENSG00000185591	molecular function	repressing transcription factor binding	GO:0070491	0.0214
ARL2	ADP-ribosylation factor-like 2	402	ENSG00000213465	molecular function	guanyl nucleotide binding	GO:0019001	0.0214
ARL17B	ADP-ribosylation factor-like 17B	100506084	ENSG00000228696	molecular function	guanyl nucleotide binding	GO:0019001	0.0214
MTIF2	mitochondrial translational initiation factor 2	4528	ENSG00000085760	molecular function	guanyl nucleotide binding	GO:0019001	0.0214
TUBA1A	tubulin, alpha 1a	7846	ENSG00000167552	molecular function	guanyl nucleotide binding	GO:0019001	0.0214
DNM3	dynamin 3	26052	ENSG00000197959	molecular function	guanyl nucleotide binding	GO:0019001	0.0214
EHD1	EH-domain containing 1	10938	ENSG00000110047	molecular function	GTP binding	GO:0005525	0.0214
AGAP3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	116988	ENSG00000133612	molecular function	GTP binding	GO:0005525	0.0214
GIMAP2	GTPase, IMAP family member 2	26157	ENSG00000106560	molecular function	GTP binding	GO:0005525	0.0214
GIMAP4	GTPase, IMAP family member 4	55303	ENSG00000133574	molecular function	GTP binding	GO:0005525	0.0214
GIMAP7	GTPase, IMAP family member 7	168537	ENSG00000179144	molecular function	GTP binding	GO:0005525	0.0214
EIF5	eukaryotic translation initiation factor 5	1983	ENSG00000100664	molecular function	GTP binding	GO:0005525	0.0214
ARL4D	ADP-ribosylation factor-like 4D	379	ENSG00000175906	molecular function	GTP binding	GO:0005525	0.0214
EFTUD2	elongation factor Tu GTP binding domain containing 2	9343	ENSG00000108883	molecular function	GTP binding	GO:0005525	0.0214
GIMAP8	GTPase, IMAP family member 8	155038	ENSG00000171115	molecular function	GTP binding	GO:0005525	0.0214
HRAS	v-Ha-ras Harvey rat sarcoma viral oncogene homolog	3265	ENSG00000174775	molecular function	GTP binding	GO:0005525	0.0214
CDC42	cell division cycle 42 (GTP binding protein, 25kDa)	998	ENSG00000070831	molecular function	GTP binding	GO:0005525	0.0214
TUBA1A	tubulin, alpha 1a	7846	ENSG00000167552	molecular function	GTP binding	GO:0005525	0.0214
MTIF2	mitochondrial translational initiation factor 2	4528	ENSG00000085760	molecular function	GTP binding	GO:0005525	0.0214
GNAZ	guanine nucleotide binding protein (G protein), alpha z polypeptide	2781	ENSG00000128266	molecular function	GTP binding	GO:0005525	0.0214
ARL2	ADP-ribosylation factor-like 2	402	ENSG00000213465	molecular function	GTP binding	GO:0005525	0.0214
RAB36	RAB36, member RAS oncogene family	9609	ENSG00000100228	molecular function	GTP binding	GO:0005525	0.0214
GIMAP6	GTPase, IMAP family member 6	474344	ENSG00000133561	molecular function	GTP binding	GO:0005525	0.0214
TUBA1C	tubulin, alpha 1c	84790	ENSG00000167553	molecular function	GTP binding	GO:0005525	0.0214
ARL17B	ADP-ribosylation factor-like 17B	100506084	ENSG00000228696	molecular function	GTP binding	GO:0005525	0.0214
GIMAP1	GTPase, IMAP family member 1	170575	ENSG00000213203	molecular function	GTP binding	GO:0005525	0.0214
RHOT2	ras homolog family member T2	89941	ENSG00000140983	molecular function	GTP binding	GO:0005525	0.0214
RAB40C	RAB40C, member RAS oncogene family	57799	ENSG00000197562	molecular function	GTP binding	GO:0005525	0.0214
TUBA1B	tubulin, alpha 1b	10376	ENSG00000123416	molecular function	GTP binding	GO:0005525	0.0214
RAB18	RAB18, member RAS oncogene family	22931	ENSG00000099246	molecular function	GTP binding	GO:0005525	0.0214
GIMAP5	GTPase, IMAP family member 5	55340	ENSG00000196329	molecular function	GTP binding	GO:0005525	0.0214
IRF7	interferon regulatory factor 7	3665	ENSG00000185507	molecular function	core promoter binding	GO:0001047	0.0245
SOX4	SRY (sex determining region Y)-box 4	6659	ENSG00000124766	molecular function	core promoter binding	GO:0001047	0.0245
ESR1	estrogen receptor 1	2099	ENSG00000091831	molecular function	core promoter binding	GO:0001047	0.0245
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	6688	ENSG00000066336	molecular function	core promoter binding	GO:0001047	0.0245
SOX9	SRY (sex determining region Y)-box 9	6662	ENSG00000125398	molecular function	core promoter binding	GO:0001047	0.0245
SP1	Sp1 transcription factor	6667	ENSG00000185591	molecular function	core promoter binding	GO:0001047	0.0245
E2F3	E2F transcription factor 3	1871	ENSG00000112242	molecular function	core promoter binding	GO:0001047	0.0245
IGLC6	immunoglobulin lambda constant 6 (Kern+Oz- marker, gene/pseudogene)	3542		molecular function	antigen binding	GO:0003823	0.0343
IGLC7	immunoglobulin lambda constant 7	28834		molecular function	antigen binding	GO:0003823	0.0343
IGLC1	immunoglobulin lambda constant 1 (Mcg marker)	3537		molecular function	antigen binding	GO:0003823	0.0343
IGLC2	immunoglobulin lambda constant 2 (Kern-Oz- marker)	3538		molecular function	antigen binding	GO:0003823	0.0343
IGLV7-43	immunoglobulin lambda variable 7-43	28776		molecular function	antigen binding	GO:0003823	0.0343
SLC7A9	solute carrier family 7 (glycoprotein-associated amino acid transporter light chain, bo,+ system), member 9	11136	ENSG00000021488	molecular function	antigen binding	GO:0003823	0.0343
IGLC3	immunoglobulin lambda constant 3 (Kern-Oz+ marker)	3539		molecular function	antigen binding	GO:0003823	0.0343
VPREB1	pre-B lymphocyte 1	7441	ENSG00000169575	molecular function	antigen binding	GO:0003823	0.0343
HBM	hemoglobin, mu	3042	ENSG00000206177	cellular component	hemoglobin complex	GO:0005833	0.1005
HBZ	hemoglobin, zeta	3050	ENSG00000130656	cellular component	hemoglobin complex	GO:0005833	0.1005
HBA2	hemoglobin, alpha 2	3040	ENSG00000188536	cellular component	hemoglobin complex	GO:0005833	0.1005
HBQ1	hemoglobin, theta 1	3049	ENSG00000086506	cellular component	hemoglobin complex	GO:0005833	0.1005
SUPT3H	suppressor of Ty 3 homolog (S. cerevisiae)	8464	ENSG00000196284	cellular component	nucleolus	GO:0005730	0.134
RPA1	replication protein A1, 70kDa	6117	ENSG00000132383	cellular component	nucleolus	GO:0005730	0.134
RERE	arginine-glutamic acid dipeptide (RE) repeats	473	ENSG00000142599	cellular component	nucleolus	GO:0005730	0.134
POLR3A	polymerase (RNA) III (DNA directed) polypeptide A, 155kDa	11128	ENSG00000148606	cellular component	nucleolus	GO:0005730	0.134
SYVN1	synovial apoptosis inhibitor 1, synoviolin	84447	ENSG00000162298	cellular component	nucleolus	GO:0005730	0.134
HIC1	hypermethylated in cancer 1	3090	ENSG00000177374	cellular component	nucleolus	GO:0005730	0.134
C11orf49	chromosome 11 open reading frame 49	79096	ENSG00000149179	cellular component	nucleolus	GO:0005730	0.134
KDM5A	lysine (K)-specific demethylase 5A	5927	ENSG00000073614	cellular component	nucleolus	GO:0005730	0.134
NOS3	nitric oxide synthase 3 (endothelial cell)	4846	ENSG00000164867	cellular component	nucleolus	GO:0005730	0.134
EXOSC2	exosome component 2	23404	ENSG00000130713	cellular component	nucleolus	GO:0005730	0.134
CENPW	centromere protein W	387103	ENSG00000203760	cellular component	nucleolus	GO:0005730	0.134
TSR1	TSR1, 20S rRNA accumulation, homolog (S. cerevisiae)	55720	ENSG00000167721	cellular component	nucleolus	GO:0005730	0.134
SP1	Sp1 transcription factor	6667	ENSG00000185591	cellular component	nucleolus	GO:0005730	0.134
ZNF385A	zinc finger protein 385A	25946	ENSG00000161642	cellular component	nucleolus	GO:0005730	0.134
AKAP11	A kinase (PRKA) anchor protein 11	11215	ENSG00000023516	cellular component	nucleolus	GO:0005730	0.134
HOXC11	homeobox C11	3227	ENSG00000123388	cellular component	nucleolus	GO:0005730	0.134
SMEK2	SMEK homolog 2, suppressor of mek1 (Dictyostelium)	57223	ENSG00000138041	cellular component	nucleolus	GO:0005730	0.134
EFTUD2	elongation factor Tu GTP binding domain containing 2	9343	ENSG00000108883	cellular component	nucleolus	GO:0005730	0.134
MCRS1	microspherule protein 1	10445	ENSG00000187778	cellular component	nucleolus	GO:0005730	0.134
HOXC5	homeobox C5	3222	ENSG00000172789	cellular component	nucleolus	GO:0005730	0.134
CBR3	carbonyl reductase 3	874	ENSG00000159231	cellular component	nucleolus	GO:0005730	0.134
DMP1	dentin matrix acidic phosphoprotein 1	1758	ENSG00000152592	cellular component	nucleolus	GO:0005730	0.134
C19orf40	chromosome 19 open reading frame 40	91442	ENSG00000131944	cellular component	nucleolus	GO:0005730	0.134
BLOC1S2	biogenesis of lysosomal organelles complex-1, subunit 2	282991	ENSG00000196072	cellular component	cytosolic part	GO:0044445	0.134
HBQ1	hemoglobin, theta 1	3049	ENSG00000086506	cellular component	cytosolic part	GO:0044445	0.134
ERC1	ELKS/RAB6-interacting/CAST family member 1	23085	ENSG00000082805	cellular component	cytosolic part	GO:0044445	0.134
FAU	Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed	2197	ENSG00000149806	cellular component	cytosolic part	GO:0044445	0.134
RPL3L	ribosomal protein L3-like	6123	ENSG00000140986	cellular component	cytosolic part	GO:0044445	0.134
HBZ	hemoglobin, zeta	3050	ENSG00000130656	cellular component	cytosolic part	GO:0044445	0.134
CHUK	conserved helix-loop-helix ubiquitous kinase	1147	ENSG00000213341	cellular component	cytosolic part	GO:0044445	0.134
RPL14	ribosomal protein L14	9045	ENSG00000188846	cellular component	cytosolic part	GO:0044445	0.134
RPS27A	ribosomal protein S27a	6233	ENSG00000143947	cellular component	cytosolic part	GO:0044445	0.134
HBA2	hemoglobin, alpha 2	3040	ENSG00000188536	cellular component	cytosolic part	GO:0044445	0.134
TSC2	tuberous sclerosis 2	7249	ENSG00000103197	cellular component	cytosolic part	GO:0044445	0.134
RPLP2	ribosomal protein, large, P2	6181	ENSG00000177600	cellular component	cytosolic part	GO:0044445	0.134
RPS2	ribosomal protein S2	6187	ENSG00000140988	cellular component	cytosolic part	GO:0044445	0.134
PFDN5	prefoldin subunit 5	5204	ENSG00000123349	cellular component	cytosolic part	GO:0044445	0.134
HBM	hemoglobin, mu	3042	ENSG00000206177	cellular component	cytosolic part	GO:0044445	0.134
CTBP1	C-terminal binding protein 1	1487	ENSG00000159692	cellular component	nucleolus	GO:0005730	0.134
CBX5	chromobox homolog 5	23468	ENSG00000094916	cellular component	nucleolus	GO:0005730	0.134
ABCB8	ATP-binding cassette, sub-family B (MDR/TAP), member 8	11194	ENSG00000197150	cellular component	nucleolus	GO:0005730	0.134
CDCA5	cell division cycle associated 5	113130	ENSG00000146670	cellular component	nucleolus	GO:0005730	0.134
ARFGAP2	ADP-ribosylation factor GTPase activating protein 2	84364	ENSG00000149182	cellular component	nucleolus	GO:0005730	0.134
GIMAP4	GTPase, IMAP family member 4	55303	ENSG00000133574	cellular component	nucleolus	GO:0005730	0.134
DPF2	D4, zinc and double PHD fingers family 2	5977	ENSG00000133884	cellular component	nucleolus	GO:0005730	0.134
PCBP2	poly(rC) binding protein 2	5094	ENSG00000197111	cellular component	nucleolus	GO:0005730	0.134
ETV4	ets variant 4	2118	ENSG00000175832	cellular component	nucleolus	GO:0005730	0.134
ARL4D	ADP-ribosylation factor-like 4D	379	ENSG00000175906	cellular component	nucleolus	GO:0005730	0.134
PRR13	proline rich 13	54458	ENSG00000205352	cellular component	nucleolus	GO:0005730	0.134
CCDC91	coiled-coil domain containing 91	55297	ENSG00000123106	cellular component	nucleolus	GO:0005730	0.134
SPTBN1	spectrin, beta, non-erythrocytic 1	6711	ENSG00000115306	cellular component	nucleolus	GO:0005730	0.134
NFE2	nuclear factor (erythroid-derived 2), 45kDa	4778	ENSG00000123405	cellular component	nucleolus	GO:0005730	0.134
RRN3	RRN3 RNA polymerase I transcription factor homolog (S. cerevisiae)	54700	ENSG00000085721	cellular component	nucleolus	GO:0005730	0.134
CDC5L	CDC5 cell division cycle 5-like (S. pombe)	988	ENSG00000096401	cellular component	nucleolus	GO:0005730	0.134
RAB11FIP3	RAB11 family interacting protein 3 (class II)	9727	ENSG00000090565	cellular component	nucleolus	GO:0005730	0.134
CUTC	cutC copper transporter homolog (E. coli)	51076	ENSG00000119929	cellular component	nucleolus	GO:0005730	0.134
IGFALS	insulin-like growth factor binding protein, acid labile subunit	3483	ENSG00000099769	cellular component	nucleolus	GO:0005730	0.134
UBE2I	ubiquitin-conjugating enzyme E2I	7329	ENSG00000103275	cellular component	nucleolus	GO:0005730	0.134
CHUK	conserved helix-loop-helix ubiquitous kinase	1147	ENSG00000213341	cellular component	nucleolus	GO:0005730	0.134
DHX8	DEAH (Asp-Glu-Ala-His) box polypeptide 8	1659	ENSG00000067596	cellular component	nucleolus	GO:0005730	0.134
SNX15	sorting nexin 15	29907	ENSG00000110025	cellular component	nucleolus	GO:0005730	0.134
PTHLH	parathyroid hormone-like hormone	5744	ENSG00000087494	cellular component	nucleolus	GO:0005730	0.134
POLA2	polymerase (DNA directed), alpha 2, accessory subunit	23649	ENSG00000014138	cellular component	nucleolus	GO:0005730	0.134
SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	6598	ENSG00000099956	cellular component	nucleolus	GO:0005730	0.134
SMG6	smg-6 homolog, nonsense mediated mRNA decay factor (C. elegans)	23293	ENSG00000070366	cellular component	nucleolus	GO:0005730	0.134
MYO1C	myosin IC	4641	ENSG00000197879	cellular component	nucleolus	GO:0005730	0.134
MEOX1	mesenchyme homeobox 1	4222	ENSG00000005102	cellular component	nucleolus	GO:0005730	0.134
SOX9	SRY (sex determining region Y)-box 9	6662	ENSG00000125398	cellular component	nucleolus	GO:0005730	0.134
IQSEC3	IQ motif and Sec7 domain 3	440073	ENSG00000120645	cellular component	nucleolus	GO:0005730	0.134
RUNX2	runt-related transcription factor 2	860	ENSG00000124813	cellular component	nucleolus	GO:0005730	0.134
TMUB1	transmembrane and ubiquitin-like domain containing 1	83590	ENSG00000164897	cellular component	nucleolus	GO:0005730	0.134
SMUG1	single-strand-selective monofunctional uracil-DNA glycosylase 1	23583	ENSG00000123415	cellular component	nucleolus	GO:0005730	0.134
HNRNPA1	heterogeneous nuclear ribonucleoprotein A1	3178	ENSG00000135486	cellular component	nucleolus	GO:0005730	0.134
MEF2C	myocyte enhancer factor 2C	4208	ENSG00000081189	cellular component	nucleolus	GO:0005730	0.134
AAAS	achalasia, adrenocortical insufficiency, alacrimia	8086	ENSG00000094914	cellular component	nucleolus	GO:0005730	0.134
RUNX1	runt-related transcription factor 1	861	ENSG00000159216	cellular component	nucleolus	GO:0005730	0.134
SYNE1	spectrin repeat containing, nuclear envelope 1	23345	ENSG00000131018	cellular component	nucleolus	GO:0005730	0.134
RPS2	ribosomal protein S2	6187	ENSG00000140988	cellular component	nucleolus	GO:0005730	0.134
GIMAP8	GTPase, IMAP family member 8	155038	ENSG00000171115	cellular component	nucleolus	GO:0005730	0.134
TBL3	transducin (beta)-like 3	10607	ENSG00000183751	cellular component	nucleolus	GO:0005730	0.134
KIF18B	kinesin family member 18B	146909	ENSG00000186185	cellular component	nucleolus	GO:0005730	0.134
UBTF	upstream binding transcription factor, RNA polymerase I	7343	ENSG00000108312	cellular component	nucleolus	GO:0005730	0.134
HDAC5	histone deacetylase 5	10014	ENSG00000108840	cellular component	nucleolus	GO:0005730	0.134
SOX4	SRY (sex determining region Y)-box 4	6659	ENSG00000124766	cellular component	nucleolus	GO:0005730	0.134
SLC25A22	solute carrier family 25 (mitochondrial carrier: glutamate), member 22	79751	ENSG00000177542	cellular component	nucleolus	GO:0005730	0.134
RNMT	RNA (guanine-7-) methyltransferase	8731	ENSG00000101654	cellular component	nucleolus	GO:0005730	0.134
DLX5	distal-less homeobox 5	1749	ENSG00000105880	cellular component	nucleolus	GO:0005730	0.134
SPON2	spondin 2, extracellular matrix protein	10417	ENSG00000159674	cellular component	extracellular matrix	GO:0031012	0.2211
PTPRZ1	protein tyrosine phosphatase, receptor-type, Z polypeptide 1	5803	ENSG00000106278	cellular component	extracellular matrix	GO:0031012	0.2211
DSPP	dentin sialophosphoprotein	1834	ENSG00000152591	cellular component	extracellular matrix	GO:0031012	0.2211
TPSAB1	tryptase alpha/beta 1	7177	ENSG00000172236	cellular component	extracellular matrix	GO:0031012	0.2211
WNT8B	wingless-type MMTV integration site family, member 8B	7479	ENSG00000075290	cellular component	extracellular matrix	GO:0031012	0.2211
WNT16	wingless-type MMTV integration site family, member 16	51384	ENSG00000002745	cellular component	extracellular matrix	GO:0031012	0.2211
RUNX1	runt-related transcription factor 1	861	ENSG00000159216	cellular component	extracellular matrix	GO:0031012	0.2211
SPARCL1	SPARC-like 1 (hevin)	8404	ENSG00000152583	cellular component	extracellular matrix	GO:0031012	0.2211
HMCN2	hemicentin 2	256158	ENSG00000148357	cellular component	extracellular matrix	GO:0031012	0.2211
DMP1	dentin matrix acidic phosphoprotein 1	1758	ENSG00000152592	cellular component	extracellular matrix	GO:0031012	0.2211
TNFRSF11B	tumor necrosis factor receptor superfamily, member 11b	4982	ENSG00000164761	cellular component	extracellular matrix	GO:0031012	0.2211
C1QL4	complement component 1, q subcomponent-like 4	338761	ENSG00000186897	cellular component	extracellular matrix	GO:0031012	0.2211
C1QTNF8	C1q and tumor necrosis factor related protein 8	390664	ENSG00000184471	cellular component	extracellular matrix	GO:0031012	0.2211
ADAM11	ADAM metallopeptidase domain 11	4185	ENSG00000073670	cellular component	extracellular matrix	GO:0031012	0.2211
WNT5B	wingless-type MMTV integration site family, member 5B	81029	ENSG00000111186	cellular component	extracellular matrix	GO:0031012	0.2211
C1QL1	complement component 1, q subcomponent-like 1	10882	ENSG00000131094	cellular component	extracellular matrix	GO:0031012	0.2211
MMP11	matrix metallopeptidase 11 (stromelysin 3)	4320	ENSG00000099953	cellular component	extracellular matrix	GO:0031012	0.2211
MEPE	matrix extracellular phosphoglycoprotein	56955	ENSG00000152595	cellular component	extracellular matrix	GO:0031012	0.2211
SOST	sclerostin	50964	ENSG00000167941	cellular component	extracellular matrix	GO:0031012	0.2211
SERPINF1	serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 1	5176	ENSG00000132386	cellular component	extracellular matrix	GO:0031012	0.2211
COL11A1	collagen, type XI, alpha 1	1301	ENSG00000060718	cellular component	extracellular matrix	GO:0031012	0.2211
RARRES2	retinoic acid receptor responder (tazarotene induced) 2	5919	ENSG00000106538	cellular component	extracellular matrix	GO:0031012	0.2211
COLEC10	collectin sub-family member 10 (C-type lectin)	10584	ENSG00000184374	cellular component	extracellular matrix	GO:0031012	0.2211
NOV	nephroblastoma overexpressed	4856	ENSG00000136999	cellular component	extracellular matrix	GO:0031012	0.2211
WNT4	wingless-type MMTV integration site family, member 4	54361	ENSG00000162552	cellular component	extracellular matrix	GO:0031012	0.2211
PFDN5	prefoldin subunit 5	5204	ENSG00000123349	cellular component	intracellular part	GO:0044424	0.3819
EFCAB4A	EF-hand calcium binding domain 4A	283229	ENSG00000177685	cellular component	intracellular part	GO:0044424	0.3819
STUB1	STIP1 homology and U-box containing protein 1, E3 ubiquitin protein ligase	10273	ENSG00000103266	cellular component	intracellular part	GO:0044424	0.3819
FOXC2	forkhead box C2 (MFH-1, mesenchyme forkhead 1)	2303	ENSG00000176692	cellular component	intracellular part	GO:0044424	0.3819
NDUFB10	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 10, 22kDa	4716	ENSG00000140990	cellular component	intracellular part	GO:0044424	0.3819
MPG	N-methylpurine-DNA glycosylase	4350	ENSG00000103152	cellular component	intracellular part	GO:0044424	0.3819
ARL17B	ADP-ribosylation factor-like 17B	100506084	ENSG00000228696	cellular component	intracellular part	GO:0044424	0.3819
PACSIN3	protein kinase C and casein kinase substrate in neurons 3	29763	ENSG00000165912	cellular component	intracellular part	GO:0044424	0.3819
PSMC3	proteasome (prosome, macropain) 26S subunit, ATPase, 3	5702	ENSG00000165916	cellular component	intracellular part	GO:0044424	0.3819
TSR1	TSR1, 20S rRNA accumulation, homolog (S. cerevisiae)	55720	ENSG00000167721	cellular component	intracellular part	GO:0044424	0.3819
CPT1A	carnitine palmitoyltransferase 1A (liver)	1374	ENSG00000110090	cellular component	intracellular part	GO:0044424	0.3819
GNPTG	N-acetylglucosamine-1-phosphate transferase, gamma subunit	84572	ENSG00000090581	cellular component	intracellular part	GO:0044424	0.3819
CBX5	chromobox homolog 5	23468	ENSG00000094916	cellular component	intracellular part	GO:0044424	0.3819
DUSP3	dual specificity phosphatase 3	1845	ENSG00000108861	cellular component	intracellular part	GO:0044424	0.3819
ACYP2	acylphosphatase 2, muscle type	98	ENSG00000170634	cellular component	intracellular part	GO:0044424	0.3819
MAL2	mal, T-cell differentiation protein 2 (gene/pseudogene)	114569		cellular component	intracellular part	GO:0044424	0.3819
PPP6R3	protein phosphatase 6, regulatory subunit 3	55291	ENSG00000110075	cellular component	intracellular part	GO:0044424	0.3819
GIMAP1	GTPase, IMAP family member 1	170575	ENSG00000213203	cellular component	intracellular part	GO:0044424	0.3819
EHD1	EH-domain containing 1	10938	ENSG00000110047	cellular component	intracellular part	GO:0044424	0.3819
GAL	galanin prepropeptide	51083	ENSG00000069482	cellular component	intracellular part	GO:0044424	0.3819
ANKRD27	ankyrin repeat domain 27 (VPS9 domain)	84079	ENSG00000105186	cellular component	intracellular part	GO:0044424	0.3819
DNM3	dynamin 3	26052	ENSG00000197959	cellular component	intracellular part	GO:0044424	0.3819
HOXC8	homeobox C8	3224	ENSG00000037965	cellular component	intracellular part	GO:0044424	0.3819
SLC39A13	solute carrier family 39 (zinc transporter), member 13	91252	ENSG00000165915	cellular component	intracellular part	GO:0044424	0.3819
ATP5I	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit E	521	ENSG00000169020	cellular component	intracellular part	GO:0044424	0.3819
CHUK	conserved helix-loop-helix ubiquitous kinase	1147	ENSG00000213341	cellular component	intracellular part	GO:0044424	0.3819
ZNF721	zinc finger protein 721	170960	ENSG00000182903	cellular component	intracellular part	GO:0044424	0.3819
CEP89	centrosomal protein 89kDa	84902	ENSG00000121289	cellular component	intracellular part	GO:0044424	0.3819
PRPH	peripherin	5630	ENSG00000135406	cellular component	intracellular part	GO:0044424	0.3819
RILP	Rab interacting lysosomal protein	83547	ENSG00000167705	cellular component	intracellular part	GO:0044424	0.3819
IGHMBP2	immunoglobulin mu binding protein 2	3508	ENSG00000132740	cellular component	intracellular part	GO:0044424	0.3819
ZNF718	zinc finger protein 718	255403		cellular component	intracellular part	GO:0044424	0.3819
PKP3	plakophilin 3	11187	ENSG00000184363	cellular component	intracellular part	GO:0044424	0.3819
PDCD5	programmed cell death 5	9141	ENSG00000105185	cellular component	intracellular part	GO:0044424	0.3819
DYNC1I1	dynein, cytoplasmic 1, intermediate chain 1	1780	ENSG00000158560	cellular component	intracellular part	GO:0044424	0.3819
HOXC6	homeobox C6	3223	ENSG00000197757	cellular component	intracellular part	GO:0044424	0.3819
MYO1C	myosin IC	4641	ENSG00000197879	cellular component	intracellular part	GO:0044424	0.3819
